ID,Station (ft),Terrain Profile (ft)
285,24.898,358.716
286,24.898,358.716
287,24.898,358.716
288,24.898,358.716
289,24.898,358.716
290,24.898,358.716
291,24.898,358.716
292,24.898,358.716
293,24.898,358.716
294,24.898,358.716
295,24.898,358.716
296,24.898,358.716
297,24.898,358.716
298,24.898,358.716
299,24.898,358.716
300,24.898,358.716
301,24.898,358.716
302,24.898,358.716
303,24.898,358.716
304,24.898,358.716
305,24.898,358.716
306,24.898,358.716
307,24.898,358.716
308,24.898,358.716
309,24.898,358.716
310,24.898,358.716
311,24.898,358.716
312,24.898,358.716
313,24.898,358.716
314,25.282,358.693
315,25.298,358.692
316,25.313,358.692
317,26.055,358.762
318,26.055,358.762
319,26.055,358.762
320,26.055,358.762
321,26.055,358.762
322,26.055,358.762
323,26.055,358.762
324,26.055,358.762
325,26.055,358.762
326,26.055,358.762
327,26.055,358.762
328,26.055,358.762
329,26.055,358.762
330,26.055,358.762
331,26.055,358.762
332,26.055,358.762
333,26.055,358.762
334,26.055,358.762
335,26.055,358.762
336,26.055,358.762
337,26.055,358.762
338,26.055,358.762
339,26.055,358.762
340,26.055,358.762
341,26.055,358.762
342,26.055,358.762
343,26.055,358.762
344,26.055,358.762
345,26.055,358.762
346,26.055,358.762
347,26.055,358.762
348,26.055,358.762
349,26.055,358.762
350,26.055,358.762
351,26.055,358.762
352,26.055,358.762
353,26.055,358.762
354,26.055,358.762
355,26.055,358.762
356,26.055,358.762
357,26.055,358.762
358,26.055,358.762
359,26.055,358.762
360,26.055,358.762
361,26.055,358.762
362,26.055,358.762
363,26.055,358.762
364,26.055,358.762
365,26.055,358.762
366,26.055,358.762
367,26.055,358.762
368,26.055,358.762
369,26.055,358.762
370,26.055,358.762
371,27.225,358.764
372,27.225,358.764
373,27.225,358.764
374,27.225,358.764
375,27.225,358.764
376,27.225,358.764
377,27.225,358.764
378,27.225,358.764
379,27.225,358.764
380,27.225,358.764
381,27.225,358.764
382,27.225,358.764
383,27.225,358.764
384,27.225,358.764
385,27.225,358.764
386,27.225,358.764
387,27.225,358.764
388,27.225,358.764
389,27.225,358.764
390,27.225,358.764
391,27.225,358.764
392,27.225,358.764
393,27.225,358.764
394,27.225,358.764
395,27.225,358.764
396,27.225,358.764
397,27.225,358.764
398,27.225,358.764
399,27.225,358.764
400,27.225,358.764
401,27.225,358.764
402,27.225,358.764
403,27.225,358.764
404,27.225,358.764
405,27.225,358.764
406,27.225,358.764
407,27.225,358.764
408,27.225,358.764
409,27.225,358.764
410,27.225,358.764
411,27.225,358.764
412,27.225,358.764
413,27.225,358.764
414,27.225,358.764
415,27.225,358.764
416,27.225,358.764
417,27.225,358.764
418,27.225,358.764
419,27.225,358.764
420,27.945,358.78
421,28.361,358.807
422,28.807,358.823
423,28.807,358.823
424,28.807,358.823
425,28.807,358.823
426,28.807,358.823
427,28.807,358.823
428,28.807,358.823
429,28.807,358.823
430,28.807,358.823
431,28.807,358.823
432,28.807,358.823
433,28.807,358.823
434,28.807,358.823
435,28.807,358.823
436,28.807,358.823
437,28.807,358.823
438,28.807,358.823
439,28.807,358.823
440,28.807,358.823
441,28.807,358.823
442,28.807,358.823
443,28.807,358.823
444,28.807,358.823
445,28.807,358.823
446,28.807,358.823
447,28.807,358.823
448,28.807,358.823
449,28.807,358.823
450,28.807,358.823
451,28.807,358.823
452,28.807,358.823
453,28.807,358.823
454,28.807,358.823
455,28.807,358.823
456,28.807,358.823
457,28.807,358.823
458,28.807,358.823
459,28.807,358.823
460,28.807,358.823
461,28.807,358.823
462,28.807,358.823
463,28.807,358.823
464,28.807,358.823
465,30.616,358.815
466,30.616,358.815
467,30.616,358.815
468,30.616,358.815
469,30.616,358.815
470,30.616,358.815
471,30.616,358.815
472,30.616,358.815
473,30.616,358.815
474,30.616,358.815
475,30.616,358.815
476,30.616,358.815
477,30.616,358.815
478,30.616,358.815
479,30.616,358.815
480,30.616,358.815
481,30.616,358.815
482,30.616,358.815
483,30.616,358.815
484,30.616,358.815
485,30.616,358.815
486,30.616,358.815
487,30.616,358.815
488,30.616,358.815
489,30.616,358.815
490,30.616,358.815
491,30.616,358.815
492,30.616,358.815
493,30.616,358.815
494,30.616,358.815
495,30.616,358.815
496,30.616,358.815
497,30.616,358.815
498,30.616,358.815
499,30.616,358.815
500,30.616,358.815
501,30.616,358.815
502,30.616,358.815
503,30.616,358.815
504,30.616,358.815
505,30.616,358.815
506,30.616,358.815
507,30.616,358.815
508,30.616,358.815
509,30.616,358.815
510,30.616,358.815
511,30.616,358.815
512,30.616,358.815
513,30.84,358.808
514,30.84,358.808
515,30.84,358.808
516,30.84,358.808
517,30.84,358.808
518,30.84,358.808
519,30.84,358.808
520,30.84,358.808
521,30.84,358.808
522,30.84,358.808
523,30.84,358.808
524,30.84,358.808
525,30.84,358.808
526,30.84,358.808
527,30.84,358.808
528,30.84,358.808
529,30.84,358.808
530,30.84,358.808
531,30.84,358.808
532,30.84,358.808
533,30.84,358.808
534,30.84,358.808
535,30.84,358.808
536,30.84,358.808
537,30.84,358.808
538,30.84,358.808
539,30.84,358.808
540,30.84,358.808
541,30.84,358.808
542,30.84,358.808
543,30.84,358.808
544,30.84,358.808
545,30.84,358.808
546,30.84,358.808
547,30.84,358.808
548,30.84,358.808
549,30.84,358.808
550,30.84,358.808
551,30.84,358.808
552,30.84,358.808
553,30.84,358.808
554,30.84,358.808
555,30.84,358.808
556,30.84,358.808
557,30.84,358.808
558,30.84,358.808
559,30.999,358.804
560,30.999,358.804
561,30.999,358.804
562,30.999,358.804
563,30.999,358.804
564,30.999,358.804
565,30.999,358.804
566,30.999,358.804
567,30.999,358.804
568,30.999,358.804
569,30.999,358.804
570,30.999,358.804
571,30.999,358.804
572,30.999,358.804
573,30.999,358.804
574,30.999,358.804
575,30.999,358.804
576,30.999,358.804
577,30.999,358.804
578,30.999,358.804
579,30.999,358.804
580,30.999,358.804
581,30.999,358.804
582,30.999,358.804
583,30.999,358.804
584,30.999,358.804
585,30.999,358.804
586,30.999,358.804
587,30.999,358.804
588,30.999,358.804
589,30.999,358.804
590,30.999,358.804
591,30.999,358.804
592,30.999,358.804
593,30.999,358.804
594,30.999,358.804
595,30.999,358.804
596,30.999,358.804
597,30.999,358.804
598,30.999,358.804
599,30.999,358.804
600,30.999,358.804
601,30.999,358.804
602,31.416,358.834
603,32.086,358.861
604,33.079,358.965
605,36.208,359.027
606,36.208,359.027
607,36.208,359.027
608,36.208,359.027
609,36.208,359.027
610,36.208,359.027
611,36.208,359.027
612,36.208,359.027
613,36.245,359.027
614,36.245,359.027
615,36.245,359.027
616,36.245,359.027
617,36.245,359.027
618,36.245,359.027
619,36.245,359.027
620,36.245,359.027
621,36.397,359.027
622,36.397,359.027
623,36.397,359.027
624,36.397,359.027
625,36.397,359.027
626,36.397,359.027
627,36.397,359.027
628,36.397,359.027
629,36.556,359.021
630,36.556,359.021
631,36.556,359.021
632,36.556,359.021
633,36.556,359.021
634,36.556,359.021
635,36.556,359.021
636,36.556,359.021
637,37.143,358.959
638,37.567,358.919
639,37.583,358.925
640,37.631,358.723
641,156.469,356.844
642,156.469,356.844
643,156.469,356.844
644,156.469,356.844
645,156.469,356.844
646,156.469,356.844
647,156.469,356.844
648,156.469,356.844
649,156.469,356.844
650,156.469,356.844
651,156.469,356.844
652,156.469,356.844
653,156.469,356.844
654,156.469,356.844
655,156.469,356.844
656,156.469,356.844
657,156.469,356.844
658,156.469,356.844
659,156.469,356.844
660,156.469,356.844
661,156.469,356.844
662,156.469,356.844
663,156.469,356.844
664,156.469,356.844
665,156.469,356.844
666,156.469,356.844
667,156.469,356.844
668,156.469,356.844
669,156.469,356.844
670,156.469,356.844
671,156.469,356.844
672,156.469,356.844
673,156.469,356.844
674,156.469,356.844
675,156.469,356.844
676,156.469,356.844
677,156.469,356.844
678,156.469,356.844
679,156.469,356.844
680,156.845,356.838
681,156.854,356.836
682,156.879,356.837
683,489.303,351.58
684,657.705,351.186
685,657.705,351.186
686,657.705,351.186
687,657.705,351.186
688,657.706,351.186
689,658.599,351.184
690,658.631,351.18
691,659.219,351.17
692,659.376,351.179
693,659.568,351.182
694,659.568,351.182
695,660.487,351.18
696,764.646,350.936
697,764.646,350.936
698,764.646,350.936
699,765.52,350.913
700,765.52,350.913
701,766.391,350.911
702,766.391,350.911
703,766.391,350.911
704,768.127,350.906
705,768.127,350.906
706,769,350.904
707,769,350.904
708,769.872,350.902
709,769.872,350.902
710,769.872,350.902
711,770.733,350.9
712,770.733,350.9
713,771.578,350.898
714,771.954,350.897
715,771.954,350.897
716,772.424,350.896
717,773.298,350.894
718,773.298,350.894
719,773.298,350.894
720,773.298,350.894
721,774.207,350.892
722,775.137,350.889
723,775.137,350.889
724,776.07,350.887
725,776.07,350.887
726,778.761,350.881
727,778.761,350.881
728,778.761,350.881
729,779.615,350.879
730,780.459,350.876
731,780.459,350.876
732,781.296,350.875
733,781.296,350.875
734,781.565,350.874
735,781.572,350.875
736,781.817,350.896
737,782.127,350.895
738,782.127,350.895
739,782.127,350.895
740,783.439,350.892
741,783.584,350.883
742,783.65,350.891
743,783.806,350.891
744,783.806,350.891
745,784.659,350.889
746,784.659,350.889
747,784.659,350.889
748,784.659,350.889
749,784.659,350.889
750,785.51,350.887
751,785.51,350.887
752,785.51,350.887
753,785.51,350.887
754,785.51,350.887
755,786.342,350.885
756,786.342,350.885
757,786.342,350.885
758,786.343,350.885
759,787.144,350.883
760,787.144,350.883
761,787.144,350.883
762,787.144,350.883
763,787.144,350.883
764,787.144,350.883
765,787.144,350.883
766,787.144,350.883
767,787.144,350.883
768,787.144,350.883
769,787.144,350.883
770,787.144,350.883
771,787.144,350.883
772,787.144,350.883
773,787.144,350.883
774,787.144,350.883
775,787.144,350.883
776,787.144,350.883
777,787.144,350.883
778,787.144,350.883
779,787.144,350.883
780,787.144,350.883
781,787.144,350.883
782,787.144,350.883
783,787.144,350.883
784,787.144,350.883
785,787.144,350.883
786,787.144,350.883
787,787.144,350.883
788,787.144,350.883
789,787.144,350.883
790,787.144,350.883
791,787.144,350.883
792,787.144,350.883
793,787.144,350.883
794,787.144,350.883
795,787.144,350.883
796,787.144,350.883
797,787.144,350.883
798,787.144,350.883
799,787.144,350.883
800,787.144,350.883
801,787.144,350.883
802,787.144,350.883
803,787.144,350.883
804,787.915,350.881
805,787.915,350.881
806,787.915,350.881
807,787.915,350.881
808,787.915,350.881
809,787.915,350.881
810,787.915,350.881
811,788.667,350.88
812,788.667,350.88
813,789.414,350.878
814,789.414,350.878
815,789.414,350.878
816,789.414,350.878
817,789.414,350.878
818,789.414,350.878
819,789.414,350.878
820,790.167,350.876
821,790.938,350.874
822,790.938,350.874
823,790.938,350.874
824,790.938,350.874
825,790.938,350.874
826,790.938,350.874
827,791.731,350.872
828,791.731,350.872
829,791.731,350.872
830,791.731,350.872
831,791.731,350.872
832,791.731,350.872
833,791.732,350.872
834,792.534,350.871
835,792.534,350.871
836,792.534,350.871
837,792.534,350.871
838,792.534,350.871
839,793.321,350.869
840,793.321,350.869
841,793.321,350.869
842,793.321,350.869
843,793.321,350.869
844,794.095,350.867
845,794.879,350.865
846,794.879,350.865
847,794.879,350.865
848,794.879,350.865
849,795.693,350.863
850,795.693,350.863
851,796.542,350.861
852,798.331,350.857
853,798.331,350.857
854,798.331,350.857
855,800.111,350.853
856,800.112,350.853
857,800.112,350.853
858,800.112,350.853
859,800.112,350.853
860,800.953,350.851
861,800.953,350.851
862,800.953,350.851
863,802.578,350.847
864,802.578,350.847
865,802.578,350.847
866,802.578,350.847
867,803.383,350.845
868,803.383,350.845
869,803.383,350.845
870,803.383,350.845
871,804.188,350.843
872,804.188,350.843
873,804.188,350.843
874,804.188,350.843
875,804.994,350.841
876,804.994,350.841
877,804.994,350.841
878,804.994,350.841
879,804.994,350.841
880,805.804,350.839
881,805.804,350.839
882,805.804,350.839
883,805.804,350.839
884,805.804,350.839
885,806.621,350.838
886,806.621,350.838
887,806.622,350.838
888,807.444,350.836
889,807.444,350.836
890,808.264,350.834
891,808.264,350.834
892,809.073,350.832
893,809.073,350.832
894,809.073,350.832
895,809.474,350.831
896,809.875,350.83
897,809.875,350.83
898,809.875,350.83
899,809.875,350.83
900,809.875,350.83
901,809.875,350.83
902,809.875,350.83
903,809.875,350.83
904,809.875,350.83
905,810.671,350.828
906,810.671,350.828
907,810.671,350.828
908,810.671,350.828
909,810.671,350.828
910,810.671,350.828
911,810.671,350.828
912,810.671,350.828
913,810.671,350.828
914,810.671,350.828
915,810.671,350.828
916,810.671,350.828
917,810.671,350.828
918,810.671,350.828
919,810.671,350.828
920,810.671,350.828
921,810.671,350.828
922,810.671,350.828
923,810.671,350.828
924,810.671,350.828
925,810.671,350.828
926,810.671,350.828
927,810.671,350.828
928,810.671,350.828
929,810.671,350.828
930,810.671,350.828
931,810.671,350.828
932,810.671,350.828
933,810.671,350.828
934,810.671,350.828
935,810.671,350.828
936,810.671,350.828
937,810.671,350.828
938,810.671,350.828
939,810.671,350.828
940,810.671,350.828
941,810.671,350.828
942,810.671,350.828
943,811.46,350.826
944,811.46,350.826
945,811.46,350.826
946,811.46,350.826
947,811.46,350.826
948,811.46,350.826
949,811.46,350.826
950,811.46,350.826
951,811.46,350.826
952,811.46,350.826
953,811.46,350.826
954,811.46,350.826
955,811.46,350.826
956,811.46,350.826
957,811.46,350.826
958,811.46,350.826
959,811.46,350.826
960,811.46,350.826
961,811.46,350.826
962,811.46,350.826
963,811.46,350.826
964,811.46,350.826
965,811.46,350.826
966,811.46,350.826
967,811.46,350.826
968,811.46,350.826
969,811.46,350.826
970,811.46,350.826
971,811.46,350.826
972,811.46,350.826
973,811.46,350.826
974,811.46,350.826
975,811.46,350.826
976,811.46,350.826
977,811.46,350.826
978,811.46,350.826
979,811.46,350.826
980,811.46,350.826
981,811.46,350.826
982,812.243,350.824
983,812.243,350.824
984,812.243,350.824
985,812.637,350.824
986,813.031,350.823
987,813.435,350.822
988,813.435,350.822
989,813.839,350.821
990,813.839,350.821
991,813.839,350.821
992,813.839,350.821
993,813.839,350.821
994,813.839,350.821
995,813.839,350.821
996,814.258,350.82
997,814.258,350.82
998,814.677,350.819
999,814.677,350.819
1000,814.677,350.819
1001,815.537,350.817
1002,815.538,350.817
1003,815.538,350.817
1004,815.974,350.816
1005,816.41,350.815
1006,816.41,350.815
1007,816.41,350.815
1008,816.41,350.815
1009,816.41,350.815
1010,816.41,350.815
1011,816.41,350.815
1012,816.41,350.815
1013,817.285,350.813
1014,817.285,350.813
1015,817.285,350.813
1016,818.15,350.811
1017,818.15,350.811
1018,818.15,350.811
1019,818.979,350.809
1020,818.98,350.809
1021,819.742,350.807
1022,819.742,350.807
1023,820.435,350.805
1024,820.435,350.805
1025,821.108,350.804
1026,821.109,350.804
1027,821.82,350.802
1028,821.82,350.802
1029,821.82,350.802
1030,821.82,350.802
1031,821.82,350.802
1032,821.82,350.802
1033,821.82,350.802
1034,821.82,350.802
1035,821.82,350.802
1036,821.82,350.802
1037,821.82,350.802
1038,821.82,350.802
1039,821.82,350.802
1040,821.82,350.802
1041,821.82,350.802
1042,821.82,350.802
1043,821.82,350.802
1044,821.82,350.802
1045,821.82,350.802
1046,821.82,350.802
1047,821.82,350.802
1048,821.82,350.802
1049,821.82,350.802
1050,821.82,350.802
1051,821.82,350.802
1052,821.82,350.802
1053,821.82,350.802
1054,821.82,350.802
1055,821.82,350.802
1056,821.82,350.802
1057,821.82,350.802
1058,821.82,350.802
1059,821.82,350.802
1060,821.82,350.802
1061,821.82,350.802
1062,821.82,350.802
1063,821.82,350.802
1064,821.82,350.802
1065,821.82,350.802
1066,821.82,350.802
1067,821.82,350.802
1068,821.82,350.802
1069,821.82,350.802
1070,821.82,350.802
1071,821.82,350.802
1072,821.82,350.802
1073,821.82,350.802
1074,822.581,350.8
1075,822.581,350.8
1076,822.581,350.8
1077,823.372,350.798
1078,823.372,350.798
1079,823.372,350.798
1080,824.175,350.797
1081,824.176,350.797
1082,825.804,350.793
1083,826.616,350.791
1084,826.616,350.791
1085,826.616,350.791
1086,826.616,350.791
1087,827.425,350.789
1088,827.425,350.789
1089,827.425,350.789
1090,827.425,350.789
1091,827.425,350.789
1092,827.425,350.789
1093,827.425,350.789
1094,827.425,350.789
1095,827.425,350.789
1096,827.425,350.789
1097,827.425,350.789
1098,827.425,350.789
1099,827.425,350.789
1100,827.425,350.789
1101,827.425,350.789
1102,827.425,350.789
1103,827.425,350.789
1104,827.425,350.789
1105,827.425,350.789
1106,827.425,350.789
1107,827.425,350.789
1108,827.425,350.789
1109,827.425,350.789
1110,827.425,350.789
1111,827.425,350.789
1112,827.425,350.789
1113,827.425,350.789
1114,827.425,350.789
1115,827.425,350.789
1116,827.425,350.789
1117,827.425,350.789
1118,827.425,350.789
1119,827.425,350.789
1120,828.238,350.787
1121,828.238,350.787
1122,828.238,350.787
1123,828.238,350.787
1124,829.928,350.783
1125,829.928,350.783
1126,829.929,350.783
1127,829.929,350.783
1128,829.929,350.783
1129,830.808,350.781
1130,830.808,350.781
1131,830.808,350.781
1132,830.808,350.781
1133,830.809,350.781
1134,831.691,350.779
1135,831.691,350.779
1136,831.691,350.779
1137,831.691,350.779
1138,831.691,350.779
1139,833.399,350.775
1140,833.4,350.775
1141,834.217,350.773
1142,835.007,350.771
1143,835.007,350.771
1144,835.007,350.771
1145,835.393,350.77
1146,835.78,350.769
1147,835.78,350.769
1148,835.78,350.769
1149,835.78,350.769
1150,835.78,350.769
1151,835.78,350.769
1152,835.78,350.769
1153,836.556,350.768
1154,836.567,350.768
1155,836.717,350.741
1156,838.195,350.737
1157,838.195,350.737
1158,839,350.735
1159,839,350.735
1160,839,350.735
1161,839,350.735
1162,840.634,350.731
1163,840.634,350.731
1164,840.78,350.731
1165,840.78,350.731
1166,841.632,350.728
1167,842.227,350.727
1168,842.471,350.753
1169,843.305,350.752
1170,843.305,350.752
1171,845.417,350.747
1172,845.417,350.747
1173,845.845,350.746
1174,845.845,350.746
1175,845.845,350.746
1176,846.707,350.744
1177,846.707,350.744
1178,846.707,350.744
1179,846.707,350.744
1180,846.707,350.744
1181,846.707,350.744
1182,846.707,350.744
1183,846.707,350.744
1184,846.707,350.744
1185,846.707,350.744
1186,846.707,350.744
1187,846.707,350.744
1188,846.707,350.744
1189,846.707,350.744
1190,846.707,350.744
1191,846.707,350.744
1192,846.707,350.744
1193,846.707,350.744
1194,846.707,350.744
1195,846.707,350.744
1196,846.707,350.744
1197,846.707,350.744
1198,846.707,350.744
1199,846.707,350.744
1200,846.707,350.744
1201,846.707,350.744
1202,846.707,350.744
1203,846.707,350.744
1204,846.707,350.744
1205,846.707,350.744
1206,846.707,350.744
1207,846.707,350.744
1208,846.707,350.744
1209,846.707,350.744
1210,847.57,350.742
1211,847.57,350.742
1212,847.57,350.742
1213,847.571,350.742
1214,848.435,350.74
1215,848.435,350.74
1216,849.299,350.738
1217,849.299,350.738
1218,849.299,350.738
1219,850.162,350.736
1220,850.162,350.736
1221,850.162,350.736
1222,850.162,350.736
1223,850.163,350.736
1224,850.163,350.736
1225,850.163,350.736
1226,850.593,350.735
1227,850.593,350.735
1228,851.023,350.734
1229,851.023,350.734
1230,851.023,350.734
1231,851.023,350.734
1232,851.023,350.734
1233,851.872,350.732
1234,851.873,350.732
1235,851.873,350.732
1236,852.706,350.73
1237,852.706,350.73
1238,852.706,350.73
1239,852.706,350.73
1240,852.706,350.73
1241,852.706,350.73
1242,852.706,350.73
1243,852.706,350.73
1244,852.706,350.73
1245,852.706,350.73
1246,852.706,350.73
1247,852.706,350.73
1248,852.706,350.73
1249,852.706,350.73
1250,852.706,350.73
1251,852.706,350.73
1252,852.706,350.73
1253,852.706,350.73
1254,852.706,350.73
1255,852.706,350.73
1256,852.706,350.73
1257,852.706,350.73
1258,852.706,350.73
1259,852.706,350.73
1260,852.706,350.73
1261,852.706,350.73
1262,852.706,350.73
1263,853.526,350.728
1264,853.526,350.728
1265,853.526,350.728
1266,854.342,350.726
1267,854.342,350.726
1268,854.342,350.726
1269,854.342,350.726
1270,854.342,350.726
1271,854.342,350.726
1272,854.342,350.726
1273,855.153,350.724
1274,855.153,350.724
1275,855.153,350.724
1276,855.153,350.724
1277,855.153,350.724
1278,855.552,350.723
1279,855.552,350.723
1280,855.951,350.722
1281,855.951,350.722
1282,855.952,350.722
1283,855.952,350.722
1284,856.344,350.721
1285,856.736,350.72
1286,856.736,350.72
1287,857.519,350.718
1288,857.519,350.718
1289,858.304,350.717
1290,858.304,350.717
1291,858.304,350.717
1292,858.304,350.717
1293,858.304,350.717
1294,858.304,350.717
1295,858.304,350.717
1296,858.304,350.717
1297,858.304,350.717
1298,858.304,350.717
1299,858.304,350.717
1300,858.304,350.717
1301,858.304,350.717
1302,858.304,350.717
1303,858.304,350.717
1304,858.304,350.717
1305,858.304,350.717
1306,858.304,350.717
1307,858.304,350.717
1308,858.304,350.717
1309,858.304,350.717
1310,858.304,350.717
1311,858.304,350.717
1312,858.304,350.717
1313,858.304,350.717
1314,858.304,350.717
1315,858.304,350.717
1316,858.304,350.717
1317,858.304,350.717
1318,858.304,350.717
1319,858.304,350.717
1320,858.304,350.717
1321,858.304,350.717
1322,858.304,350.717
1323,858.304,350.717
1324,858.304,350.717
1325,858.304,350.717
1326,858.304,350.717
1327,858.304,350.717
1328,858.304,350.717
1329,858.304,350.717
1330,858.304,350.717
1331,858.304,350.717
1332,858.304,350.717
1333,858.304,350.717
1334,858.304,350.717
1335,858.304,350.717
1336,858.304,350.717
1337,858.304,350.717
1338,859.097,350.715
1339,859.097,350.715
1340,859.097,350.715
1341,859.097,350.715
1342,859.097,350.715
1343,859.097,350.715
1344,859.097,350.715
1345,859.097,350.715
1346,859.097,350.715
1347,859.097,350.715
1348,859.097,350.715
1349,859.097,350.715
1350,859.097,350.715
1351,859.097,350.715
1352,859.097,350.715
1353,859.097,350.715
1354,859.097,350.715
1355,859.097,350.715
1356,859.097,350.715
1357,859.097,350.715
1358,859.097,350.715
1359,859.097,350.715
1360,859.097,350.715
1361,859.097,350.715
